614758,41.36.00-42.02.01,8.0
614758,41.36.26-16.21.07,1.0
614758,41.36.26-23.26.20,1.0
614758,OC-22 -022-004-0004,2.0
614758,OC-22 -022-007-0001,5.0
614744,BT0107-FCT2250-EMEA,1.0
614830,26.05.33-34.36.01,300.0
614830,26.05.33-13.92.86,400.0
614830,26.05.33-13.92.92,800.0
614831,26.05.83-16.07.01,45.0
614838,DP-KP-KAR,30.0
614838,13-0501-00059,100.0
614832,SMC-9-SCLC-M,6.0
614832,000201G4Z31001.5M,250.0
614833,87-V/E2K,1.0
614834,SPLHC25/25M,5.0
614835,TH-0045-C-GTR103000,25.0
614835,SC44_F_00184696,10.0
614836,52171 1,50.0
614836,60090,1000.0
614836,652DC,450.0
614836,202,400.0
614836,H1033DC,500.0
614836,376967,200.0
614836,662DC,300.0
614837,C9500-24Y4C-A,2.0
614837,CAB-C13-CBN,4.0
614837,C9K-PWR-650WAC-R,2.0
614837,C9K-PWR-650WAC-R/2,2.0
614837,GLC-LH-SMD=,4.0
614837,C9300-24T-A,1.0
614837,PWR-C1-350WAC-P,1.0
614837,PWR-C1-350WAC-P/2,1.0
614837,STACK-T1-50CM,1.0
614837,CAB-SPWR-30CM,1.0
614837,C9300-NM-4G,1.0
614745,03-9301-00105,19.0
614745,13-3390-00025,19.0
614745,OC-13 -013-005-0061,118.0
614745,PMD-HT-0087,6.0
614745,09-2290-00052,2.0
614745,OC-13 -013-007-0059,1.0
614745,11-2501-00006,1.0
614745,OC-13 -013-007-0143,50.0
614745,PMD-HT-0265,200.0
614745,E00075,3.0
614745,OC-13 -013-040-0003,3.0
614745,201,20.0
614745,TO-48300,5.0
614745,09-2223-00004,2.0
614746,TO-48300,15.0
614746,PMD-HT-0087,5.0
614746,PMD-HT-0265,100.0
614747,TO-48300,20.0
614747,PMD-HT-0087,2.0
614748,TO-48300,20.0
614748,ZINC SPRAY,1.0
614748,PMD-HT-0265,200.0
614749,13-3390-00016,30.0
614749,E00075,3.0
614749,TP487,30.0
614749,PMD-HT-0265,100.0
614750,TO-48300,10.0
614750,PMD-HT-0087,5.0
614750,21-3601-00001,1.0
614750,PMD-HT-0265,100.0
614751,PMD-HT-0265,1000.0
614751,PMD-HT-0087,15.0
614751,03-9301-00105,3.0
614751,ZINC SPRAY,1.0
614751,TP608,25.0
614751,GNA_F_00868657,6.0
614751,GNA_F_00868665,10.0
614751,GNA_F_00601621,4.0
614751,GNA_F_00868658,3.0
614751,LP-FXN-NUT-SPG-GLM06,50.0
614751,STFP_F_00545525,12.0
614751,STFP_F_00545537,15.0
614751,BFE-200,70.0
614751,03-1605-00001,1.0
614751,03-1605-00024,1.0
614752,ZINC SPRAY,1.0
614752,PMD-HT-0265,100.0
614753,11-2501-00006,1.0
614753,13-3509-00053,1.0
614754,13-3390-00016,2.0
614754,TP426,1.0
614754,21-2690-00010,20.0
614754,PMD-HT-0087,2.0
614754,PMD-HT-0265,200.0
614754,OC-13 -013-007-0059,2.0
614755,09-2223-00004,2.0
614755,TO-48300,8.0
614755,PMD-HT-0087,4.0
614756,PMD-HT-0309,1.0
614857,25-0301-00018,240.0
614858,BELDEN 4000UE,10.0
614858,OC-04 -004-001-0002,200.0
614858,STCB_F_00386777,171.0
614858,CHANNEL2X4,160.0
614859,R.25-94TZ,100.0
614860,IC8-RDO-M-BK-WR,13.0
614861,4009-9807,1.0
614862,CCXEDR-D0047-C003-L7,10.0
614864,21-3690-00018,50.0
614864,21-3690-00019,50.0
614864,21-3690-00016,50.0
614865,IC16-RDO-M-BK-WR,4.0
614866,OC-13 -013-007-0067,1000.0
614867,IC16-RDO-M-BK-WR,4.0
614868,50119,1000.0
614868,OC-04 -004-001-0002,200.0
614868,21-3690-00016,50.0
614868,21-3690-00017,50.0
614868,21-3690-00018,50.0
614868,21-3690-00019,50.0
614869,GNA_F_00868665,60.0
614869,GNA_F_00868657,36.0
